gastvrouw	'xAst-frA+w
goederenlift	'xu-d@-r@n-lIft
plafondlat	pla-'fOnd-lAt
wanboffer	'wAm-bO-f@r
hypotheekverklaring	hi-po-'tek-f@r-kla-rIN
magnetochemie	mAG-'ne-to-xe-mi
rivierdijk	ri-'vir-dE+k
vloeibaarmaking	'vluj-bar-ma-kIN
arbo-wetgeving	'Ar-bo-wEt-xe-vIN
verstikkingsdood	v@r-'stI-kINz-dot
hyperthyreo&iuml;die	hi-p@r-ti-re-jo-wi-'di
ingesprektoon	'In-G@-sprEk-ton
rist	'rIst
killersatelliet	'kI-l@r-sa-t@-lit
rozenkrans	'ro-z@-krAns
schijnuitval	'sxE+-nY+t-fAl
akkervrucht	'A-k@r-vrYxt
inspraakprocedure	'In-sprak-pro-s@-dy-r@
vuilschrijverij	vY+l-sxrE+-v@-'rE+
keelspiegel	'kel-spi-G@l
beeldkrant	'belt-krAnt
moerasplant	mu-'rAs-plAnt
bagageband	ba-'Ga-G@-bAnt
waterleidingbuis	'wa-t@r-lE+-dIN-bY+s
landgenote	'lAnt-x@-no-t@
horoscopie	ho-rOs-ko-'pi
radiotoespraak	'ra-di-jo-tu-sprak
reuter	'r2-t@r
spijslift	'spE+s-lIft
vissersring	'vI-s@rs-rIN
claque	'klAk
godsdienstvorm	'xOdz-dinst-fOrm
gaaipers	'xaj-pErs
hypothalamus	hi-po-'ta-la-mYs
reutel	'r2-t@l
furunkel	fy-'rYN-k@l
opkoopregeling	'Op-kop-re-G@-lIN
continuatie	kOn-ti-ny-'wa-tsi
expeditrice	Eks-pe-di-'tri-s@
jarretelle	ZA-r@-'tE-l@
parmantigheid	pAr-'mAn-t@x-hE+t
zelfscanner	'zElf-skA-n@r
dierensymboliek	'di-r@-sIm-bo-lik
vaardigheidsmethode	'var-d@x-hE+ts-m@-to-d@
devaluatie	de-va-ly-'wa-tsi
oorlogsdag	'or-lOGz-dAx
halter	'hAl-t@r
gansvogel	'xAns-fo-G@l
rijsnelheid	'rE+-snEl-hE+t
voorbereidingsperiode	'vor-b@-rE+-dINs-pe-ri-jo-d@
werkloosheidsuitkering	wErk-'los-hE+ts-Y+t-ke-rIN
vakantieperiode	va-'kAn-si-pe-ri-jo-d@
psychofysica	psi-xo-'fi-zi-ka
caracole	ka-ra-'ko-l@
graveerstift	xra-'ver-stIft
slangenkooi	'slA-N@N-koj
schuchterheid	'sxYx-t@r-hE+t
zondagsbeurt	'zOn-dAGz-b2rt
trekmuts	'trEk-mYts
rietakker	'rit-A-k@r
scheidingsbrief	'sxE+-dINz-brif
kindertelevisie	'kIn-dEr-t@-le-vi-zi
griepinjectie	'xrip-I-JEk-si
toeristenkaart	tu-'rIs-t@-kart
platentektoniek	pla-tEn-tEk-to-'nik
alarminrichting	a-'lArm-In-rIx-tIN
taalsocioloog	'tal-so-So-lox
kleurfout	'kl2r-fA+t
grafschender	'xrAf-sxEn-d@r
investeringsmaatschappij	In-vEs-'te-rINs-mat-sxA-pE+
invalmeester	'In-vAl-mes-t@r
televisiebewerking	te-l@-'vi-zi-b@-wEr-kIN
meerslag	'mer-slAx
postille	pOs-'ti-j@
wijnkaraf	'wE+N-ka-rAf
halcyoon	hAl-si-'jon
stropoot	'stro-pot
incorporatie	IN-kOr-po-'ra-tsi
sport-studio	'spOrt-'sty-di-jo
irenebrigade	'i-r@-nEp-ri-Ga-d@
grafurn	'xrAf-Yrn
geslachtsdrang	x@-'slAGdz-drAN
maandkalender	'mant-ka-lEn-d@r
bariton	'ba-ri-tOn
overgangsbepaling	'o-v@r-GANz-b@-pa-lIN
producer	pro-'dju-s@r
heffingskorting	'hE-fINs-kOr-tIN
teenslipper	'ten-slI-p@r
vissaus	'vI-sA+s
koolsoep	'kol-sup
opvliegendheid	Op-'fli-G@nt-hE+t
petemoei	'pe-t@-muj
terugkaatsing	t@-'rYx-kat-sIN
tijdmeting	'tE+d-me-tIN
infanteriekazerne	'In-fAn-t@-ri-ka-zEr-n@
veerboot	'ver-bot
hodometer	ho-do-'me-t@r
krabbe	'krA-b@
zoetrasp	'zut-rAsp
strandtent	'strAn-tEnt
loopvogel	'lop-fo-G@l
bitterkers	'bI-t@r-kErs
transportfunctie	trAns-'pOrt-fYNk-si
identificatiemogelijkheid	i-dEn-ti-fi-'ka-tsi-mo-G@-l@k-hE+t
stadssecretaris	'stAt-sEk-r@-ta-r@s
onderwijsvakbond	'On-d@r-wE+s-fAg-bOnt
evaluatiestudie	e-va-ly-'wa-tsi-sty-di
inkorting	'IN-kOr-tIN
merkenwet	'mEr-k@-wEt
baronnentitel	ba-'rO-n@-ti-t@l
buitenopname	'bY+-t@-Op-na-m@
wereldberoemdheid	'we-r@ld-b@-rumt-hE+t
rijglaars	'rE+G-lars
zestig	'zEs-t@x
woongelegenheid	'won-G@-le-G@-hE+t
parisappel	'pa-rIs-A-p@l
humoreske	hy-mo-'rEs-k@
draaidop	'draj-dOp
gerechtspsychiater	x@-'rExts-psi-xi-ja-t@r
bloeier	'blu-j@r
vervlakking	v@r-'vlA-kIN
groepagedienst	xru-'pa-Z@-dinst
nieuwlichterij	'niw-lIx-t@-rE+
focuspooler	fo-kYs-'po-l@r
stormmeeuw	'stOr-mew
perser	'pEr-s@r
mollenrit	'mO-l@-rIt
fonkeling	'fON-k@-lIN
lidmaatschapskaart	'lIt-mat-sxAps-kart
leenhulde	'len-hYl-d@
afscheper	'Af-sxe-p@r
hooister	'hoj-st@r
pijlerdam	'pE+-l@r-dAm
egelsvoet	'e-G@ls-fut
stenograaf	ste-no-'Graf
vtm-isering	ve-te-'Em-i-ze-'rIN
filmmaatschappij	'fIl-mat-sxA-pE+
formule-e&eacute;ncoureur	fOr-my-l@-'en-ku-r2r
zwetser	'zwEt-s@r
duivelstoejager	dY+-v@ls-'tu-ja-G@r
amazonezit	a-ma-'zO:-n@-zIt
improvisator	Im-pro-vi-'za-tOr
figuur	fi-'Gyr
mathesis	ma-'te-zIs
landeigenaar	'lAnd-E+-G@-nar
kontlikker	'kOnt-lI-k@r
melkbaard	'mElg-bart
wijngaardslak	'wE+N-Gart-slAk
assistent-ontwerper	A-sIs-'tEnt-Ont-'wEr-p@r
lekdorpel	'lEg-dOr-p@l
pekelvlees	'pe-k@l-vles
oorlogsmisdaad	'or-lOxs-mIz-dat
tangbevalling	'tAN-b@-vA-lIN
tijdschriftenbak	'tE+t-sxrIf-t@-bAk
vakcursus	'vA-kYr-zYs
hoestdrank	'huz-drANk
klauwzeerconferentie	klA+w-zer-kOn-f@-'rEn-si
tracer	'tre-s@r
leerwinst	'ler-wInst
vormkeuze	'vOrm-k2-z@
waspruim	'wAs-prY+m
stadsambtenaar	'stAt-sAm-t@-nar
troon	'tron
opknapbeurt	'Op-knA-b2rt
middelbareschooltijd	'mI-d@l-ba-r@-sxol-tE+t
bodybuildersveer	'bO-di-bIl-d@rs-fer
nachtstroom	'nAxt-strom
paassfeer	'pas-fer
gedragsmodificatie	x@-'drAxs-mo-di-fi-ka-tsi
statie	'sta-tsi
wapenschouwing	'wa-p@n-sxA+-wIN
chauffeuse	So-'f2-z@
boeldag	'bul-dAx
winterdienst	'wIn-t@r-dinst
prijsbeweging	'prE+z-b@-we-GIN
boekenmarkt	'bu-k@-mArkt
mergpijp	'mErx-pE+p
inschakeling	'In-sxa-k@-lIN
adoptiemoeder	a-'dOp-si-mu-d@r
broodfietser	'brot-fit-s@r
hexa&euml;der	hEk-sa-'e-d@r
nachtwinkel	nAxt-'wIN-k@l
winterstof	'wIn-t@r-stOf
kapitaalbelegging	kA-pi-'tal-b@-lE-GIN
cultuurstaat	kYl-'tyr-stat
omkeerkoppeling	'Om-ker-kO-p@-lIN
mannie	'mA-ni
winterstop	'wIn-t@r-stOp
handelsterm	'hAn-d@ls-tErm
gastronoom	xAs-tro-'nom
palmwijn	'pAlm-wE+n
mannin	mA-'nIn
prijsgrens	'prE+s-xrEns
kooromgang	'kor-Om-GAN
vijftienprocentsnorm	'vE+f-tim-pro-s@ts-nOrm
sukkeltrein	'sY-k@l-trE+n
vergeving	v@r-'Ge-vIN
democratietheorie	de-mo-kra-'tsi-te-jo-ri
prijswens	'prE+s-wEns
bourgogne	bur-'GO-J@
titansarbeid	'ti-tAns-Ar-bE+t
toegangsroute	'tu-GANs-ru-t@
maffioso	'mA-fi-jo-zo
onderwijsinspecteur	'On-d@r-wE+-sIns-pEk-t2r
gehandicaptenintegratie	x@-hAn-di-kAp-t@-nIn-t@-'Grat-si
huisbewaarster	'hY+z-b@-war-st@r
quizavond	ki-'za-vOnt
brandnetel	'brAnd-ne-t@l
aspiratie	As-pi-'ra-tsi
roerzeef	'rur-zef
borstvin	'bOrst-fIn
prestatiebeloning	prEs-'ta-tsi-b@-lo-nIN
bandversiering	'bAnt-f@r-si-rIN
kwaliteitszaak	kwa-li-'tE+t-sak
zelfhandhaving	'zElf-hAnt-ha-vIN
sportcamping	'spOrt-kAm-pIN
prijsstunt	'prE+s-tYnt
realiseerbaarheid	re-ja-li-'zer-bar-hE+t
compote	kOm-'pOt
propaganda	pro-pa-'GAn-da
polychromie	po-li-xro-'mi
gulden	'xYl-d@
snedigheid	'sne-d@x-hE+t
noodlokaal	'not-lo-kal
filmwereld	'fIlm-we-r@lt
wijnexporteur	'wE+n-Eks-pOr-t2r
nitrificatie	ni-tri-fi-'ka-tsi
orgelpijp	'Or-G@l-pE+p
pudding	'pY-dIN
runderziekte	'rYn-d@r-zik-t@
tv1-avond	te-ve-'en-'a-vOnt
zeshonderd	'zEs-hOn-d@rt
noordkant	'nort-kAnt
frisdrankautomaat	'frIz-drAN-kA+-to-mat
cijferanalfabeet	'sE+-f@-ra-nAl-fa-bet
moederliefde	'mu-d@r-liv-d@
coming-out	'ko-mIN-'A+t
schildertechniek	'sxIl-d@r-tEx-nik
broedtijd	'bru-tE+t
pijpbloem	'pE+-blum
vezel	've-z@l
oogwenk	'oG-wENk
goeman	'xu-mAn
konvooilinie	kOn-'voj-li-ni
trekkerstent	'trE-k@rs-tEnt
grondstructuur	xrOnts-trYk-'tyr
citerne	si-'tEr-n@
strijker	'strE+-k@r
reddingactie	'rE-dIN-Ak-si
pantsergranaat	'pAnt-s@r-Gra-nat
muntcluster	'mYnt-klYs-t@r
bijkok	'bE+-kOk
seizoenschommeling	sE+-'zun-sxO-m@-lIN
holografie	ho-lo-Gra-'fi
euregio	2-'re-Gi-jo
viscosezij	vIs-'ko-z@-zE+
gefrustreerdheid	x@-frYs-'trert-hE+t
lolita	lo-'li-ta
boeteling	'bu-t@-lIN
neerstroming	'ner-stro-mIN
achterspoiler	'Ax-t@r-spOj-l@r
zomerrogge	'zo-m@-rO-G@
afpakking	'Af-pA-kIN
gletsjerspleet	'xlEts-jErs-plet
cvp-voorzitter	se-ve-'pe-vor-zI-t@r
alarminstallatie	a-'lArm-In-stA-la-tsi
revindicatie	re-vIn-di-'ka-tsi
eestoven	'est-o-v@
humaniteit	hy-ma-ni-'tE+t
bijbetrekking	'bE+-b@-trE-kIN
informaticaleraar	'In-fOr-ma-ti-ka-l@-rar
maatschets	'mat-sxEts
prestatiedruk	prEs-'tat-sid-rYk
racist	ra-'sIst
zinvolheid	zIn-vOl-'hE+t
barones	ba-ro-'nEs
spaander	'span-d@r
flanelsteek	fla-'nEl-stek
haver	'ha-v@r
testing	'tEs-tIN
contingenteringsmaatregel	kOn-tIN-GEn-'te-rINs-mat-re-G@l
blessurehandeling	'blE-sy-r@-hAn-d@-lIN
gunstprijs	'xYnst-prE+s
softenonbaby	'sOf-t@-nOm-be-bi
broodkever	'brot-ke-v@r
janoom	'jAn-om
godvruchtigheid	xOt-'frYx-t@x-hE+t
oost	'ost
voorstellingswijze	'vor-stE-lINs-wE+-z@
heiligmaker	'hE+-l@G-ma-k@r
oorlogsvrijwilliger	'or-lOxs-frE+-wI-l@-G@r
houtplaat	'hA+t-plat
steekbeitel	'steg-bE+-t@l
scharlakenkoorts	sxAr-'la-k@N-korts
zombiestem	'zOm-bis-tEm
zebedeus	ze-b@-'de-jYs
bisschopstroon	'bI-sxOps-tron
dolaard	'do-lart
elite	e-'li-t@
haven	'ha-v@
begrafenishumor	b@-'Gra-f@-nIs-hy-mOr
aardgeest	'art-xest
belangrijkheid	b@-'lAN-rE+k-hE+t
labzaal	'lAp-sal
subroutine	'sYb-ru-ti-n@
johanneskever	jo-'hA-n@s-ke-v@r
staatsdienst	'stadz-dinst
kriebelhoest	'kri-b@l-hust
kartelrand	'kAr-t@l-rAnt
verhuurmarkt	v@r-'hyr-mArkt
ruiterlijkheid	'rY+-t@r-l@k-hE+t
hagelverzekering	'ha-G@l-v@r-ze-k@-rIN
kruisdrager	'krY+z-dra-G@r
virulentie	vi-ry-'lEn-si
psalm	'psAlm
verkiezingsstoet	v@r-'ki-zIN-stut
toiletzak	to-wi-'lEt-sAk
aanlooptijd	'an-lop-tE+t
sluwheid	'slyw-hE+t
stuurknuppel	'styr-knY-p@l
palatalisatie	pa-la-ta-li-'za-tsi
lagerwal	la-G@r-'wAl
kleurvari&euml;teit	'kl2r-va-ri-j@-tE+t
boedelverdeling	'bu-d@l-v@r-de-lIN
altsolo	Alt-'so-lo
niet-joodverklaring	nit-'jot-f@r-kla-rIN
twaalfhonderd	'twalf-hOn-d@rt
sprake	'spra-k@
deodorant	de-jo-do-'rAnt
wittekool	wI-t@-'kol
ledigaard	'le-d@G-art
inbreuk	'Im-br2k
hagelkorrel	'ha-G@l-kO-r@l
samenwerkingsstructuur	'sa-m@n-wEr-kIN-strYk-tyr
kleurwas	'kl2r-wAs
nazi-krant	'na-tsi-krAnt
dioptrie	di-jOp-'tri
onderzoekssubsidie	'On-d@r-zuk-sYp-si-di
forellenvangst	fo-'rE-l@-vANst
steekpasser	'stek-pA-s@r
amateurhoofdklasser	a-ma-'t2r-hoft-klA-s@r
grenswacht	'xrEns-wAxt
m&uuml;slibar	'mys-li-bAr
basisreden	'ba-z@s-re-d@
suikerkoek	'sY+-k@r-kuk
novembermaand	no-'vEm-b@r-mant
zwaargewichtformaat	'zwar-G@-wIxt-fOr-mat
gemenerik	x@-'me-n@-rIk
stroper	'stro-p@r
granaatwerper	xra-'nat-wEr-p@r
waterzuivering	'wa-t@r-zY+-v@-rIN
zelftucht	'zElf-tYxt
tendenskunst	tEn-'dEns-kYnst
homofilie	ho-mo-fi-'li
onvoorzichtigheid	On-vor-'zIx-t@x-hE+t
notori&euml;teit	no-to-ri-j@-'tE+t
pup	'pYp
versnippering	v@r-'snI-p@-rIN
klasse	'klA-s@
schaap	'sxap
maatanalyse	'mat-a-na-li-z@
rompstand	'rOmp-stAnt
aansnee	'an-sne
charitas	'xa-ri-tAs
inslik	'In-slIk
jeugdbewegingshoek	'j2xd-b@-we-GINs-huk
calculus	'kAl-ky-lYs
kindermaat	'kIn-d@r-mat
excuus-truus	Ek-'skys-trys
appelsienenboom	A-p@l-'si-n@-bom
volksbeweging	'vOlgz-b@-we-GIN
vist	'vIst
noblesse	no-'blE-s@
rijkssubsidie	'rE+k-sYp-si-di
revuester	r@-'vy-stEr
leeuwerik	'le-w@-rIk
neoromantiek	ne-jo-ro-mAn-'tik
papierstrook	pa-'pir-strok
beginselloosheid	b@-GIn-s@-'los-hE+t
patrouille	pA-'tru-j@
koepeen	'ku-pen
zestienduizend	'zEs-tin-dY+-z@nt
geestverheffing	'xest-f@r-hE-fIN
responsiviteit	'rEs-pOn-si-vi-tE+t
puinbestrating	'pY+m-b@-stra-tIN
ignorantie	IG-no-'rAn-si
fragiliteit	fra-Gi-li-'tE+t
lobby	'lO-bi
muziekkeus	my-'zi-k2s
kerkleraar	'kErk-le-rar
informatie-uitwisseling	In-fOr-'ma-tsi-Y+t-wI-s@-lIN
promotour	pro-mo-'tur
tandentrekker	'tAn-d@-trE-k@r
huismus	'hY+s-mYs
hoempa	'hum-pa
meiboter	'mE+-bo-t@r
cd-presentatie	se-de-pre-z@n-'tat-si
jus	'Zy
stijvigheid	'stE+-v@x-hE+t
welzijnszaak	'wEl-zE+n-sak
burgerkost	'bYr-G@r-kOst
ogenschouw	'o-G@-sxA+w
jeuking	'j2-kIN
schaarste-ontwikkeling	'sxar-st@-Ont-'wI-k@-lIN
rijkswege	'rE+ks-we-G@
bouwtijd	'bA+w-tE+t
runoloog	ry-no-'lox
geitenpoot	'xE+-t@-pot
regelingscommissie	're-G@-lINs-kO-mI-si
stoplijn	'stOp-lE+n
fiasco	fi-'jAs-ko
sleedoorn	'sle-dorn
kamilleolie	ka-'mI-l@-o-li
koppelbaas	'kO-p@l-bas
waaierbrander	'wa-j@r-brAn-d@r
vlaams-blokleider	'vlams-'blOk-lE+-d@r
besteek	b@-'stek
rietkolf	'rit-kOlf
vergiftigingswaan	v@r-'GIf-t@-GINs-wan
eruptie	e-'rYp-si
aankleve	'aN-kle-v@
schroothoop	'sxrot-hop
vruchtenvlaai	'vrYx-t@-vlaj
kromstaart	'krOm-start
auto-ontwerper	'A+-to-Ont-'wEr-p@r
fotogeologie	'fo-to-Ge-jo-lo-Gi
groepsfoto	'xrups-fo-to
onderkomen	'On-d@r-ko-m@
mulo-school	'my-lo-sxol
hortologie	hOr-to-lo-'Gi
wereldlijn	'we-r@ld-lE+n
hamergravure	'ha-m@r-Gra-vy-r@
plaatsnijder	'plat-snE+-d@r
opbeuring	'O-b2-rIN
doorjager	'dor-ja-G@r
gijnloper	'xE+n-lo-p@r
antifraudedienst	An-tIf-'rA+-d@-dinst
waranda	wa-'rAn-da
straatgoot	'strat-xot
polderbelasting	'pOl-d@r-b@-lAs-tIN
nachtschade	'nAxt-sxa-d@
schutterspositie	sxY-t@rs-po-'zit-si
waterkolom	'wa-t@r-ko-lOm
celdeur	'sEl-d2r
volksstemming	'vOlk-stE-mIN
wegberm	'wEG-bErm
pokkenstreek	'pO-k@s-trek
zielzorger	'zil-zOr-G@r
noordpoolexpeditie	'nort-pol-Eks-p@-di-tsi
tapijthandel	ta-'pE+t-hAn-d@l
buishoed	'bY+s-hut
stadionsloop	sta-di-jOn-'slop
stereofonie	'ste-re-jo-fo-'ni
krulstaart	'krYl-start
aerobics-manie	a-e-ro-'bIks-'ma-ni
overledene	o-v@r-'le-d@-n@
muziekbeoefening	my-'zig-b@-u-f@-nIN
sportster	'spOrt-st@r
spuitmeester	'spY+t-mes-t@r
jackpot	'dZEk-pOt
zenuwoorlog	'ze-nyw-or-lOx
regimentscommandant	re-Zi-'mEnts-kO-mAn-dAnt
bacteriologie	bAk-te-ri-jo-lo-'Gi
glasmaster	'xlAs-mA:s-t@r
poelie	'pu-li
familias	fa-mi-li-'jAs
mineurstemming	mi-'n2r-stE-mIN
springdraad	'sprIN-drat
lymfklier	'lImf-klir
huisknecht	'hY+s-knExt
randzaag	'rAnt-sax
tijdlijn	'tE+t-lE+n
trompet	trOm-'pEt
leraarsploeg	le-'rars-plux
wijfjesolifant	'wE+f-j@s-o-li-fAnt
woonlocatie	won-lo-'kat-si
hbo-opleiding	ha-be-'jo-Op-lE+-dIN
gordijnroe	xOr-'dE+n-ru
lepelgieter	'le-p@l-Gi-t@r
beeldkwaliteit	'belt-kwa-li-tE+t
tippelzone	'tI-p@l-zO:-n@
negenenvijftig	ne-G@n-En-'vE+f-t@x
boerenkroeg	'bu-r@-krux
slagbal	'slAG-bAl
kipkarbonade	'kIp-kAr-bo-na-d@
h	'ha
vodde	'vO-d@
kanarieslag	ka-'na-ri-slAx
rotgans	'rOt-xAns
regisseuse	re-GI-'s2-z@
ruptuur	rYp-'tyr
gedragswetenschapper	x@-'drAxs-we-t@-sxA-p@r
uitbeelding	'Y+d-bel-dIN
antropologie	An-tro-po-lo-'Gi
vijfendertighonderd	'vE+f-En-dEr-t@x-hOn-d@rt
leeuwenwelp	'le-w@-wElp
houdingsoefening	'hA+-dINs-u-f@-nIN
kunstberg	'kYns-dbErx
kunstkenner	'kYnst-kE-n@r
wapenkreet	'wa-p@N-kret
vreesachtigheid	'vres-Ax-t@x-hE+t
btw	be-te-'we
popfilosoof	'pOp-fi-lo-sof
verbanddoos	v@r-'bAn-dos
bodemsanering	'bo-d@m-sa-ne-rIN
stereoplaat	'ste-re-jo-plat
benigne	be-'ni-J@
tweevoud	'twe-vA+t
hellevaart	'hE-l@-vart
konijnenteelt	ko-'nE+-n@-telt
geheimhouding	x@-'hE+m-hA+-dIN
lijsterbessenboom	'lE+s-t@r-bE-s@-bom
vingervlugheid	'vI-N@r-vlYx-hE+t
smaadheid	'smat-hE+t
abonnementskaart	A-bO-n@-'mEnts-kart
pijlpunt	'pE+l-pYnt
toonder	'ton-d@r
elandenjacht	e-'lAn-d@-JAxt
onverzadigbaarheid	On-v@r-'za-d@G-bar-hE+t
theeveiling	'te-vE+-lIN
fiduciaire	fi-dy-si-'jE:-r@
displayke	'dIs-plAj-k@
zaagschubadder	'zax-sxy-bA-d@r
ome	'o-me
hooiberg	'hoj-bErx
legering	'le-G@-rIN
bastaardkind	'bAs-tart-kInt
verweving	v@r-'we-vIN
ridiculisering	ri-di-ky-li-'ze-rIN
deskundoloog	dEs-kYn-do-'lox
manteling	'mAn-t@-lIN
bogenbrug	'bo-G@-brYx
zelfvoldoening	'zEl-fOl-du-nIN
hoofdarbeid	'hovd-Ar-bE+t
klasfoto	'klAs-fo-to
margarinedoos	mAr-Ga-'ri-n@-dos
vrouwenziekte	'vrA+-w@-zik-t@
aardbeiplant	'ard-bE+-plAnt
zegsman	'zExs-mAn
inktpot	'INkt-pOt
tijgerkooi	'tE+-G@r-koj
meervoudsuitgang	'mer-vA+ts-Y+t-xAN
samenvoeging	'sa-m@n-vu-GIN
kristalontvanger	krIs-'tAl-Ont-fA-N@r
couveuse	ku-'v2-z@
huiltoon	'hY+l-ton
revolutietijd	re-vo-'ly-tsi-tE+t
onbeweegbaarheid	Om-b@-'weG-bar-hE+t
aaneensluiting	an-'en-slY+-tIN
messnede	'mE-sne-d@
zadelriem	'za-d@l-rim
schaduwhal	'sxa-dyw-hAl
vlasstengel	'vlA-stE-N@l
lotion	lo-'tSOn
cactee	kAk-'te
jezu&iuml;etenstijl	je-zy-'wi-t@-stE+l
vertelster	v@r-'tEl-st@r
ets	'Ets
chemicus	'xe-mi-kYs
maggi	'mA-Gi
wetsuitlegging	'wEts-Y+t-lE-GIN
minnares	mI-na-'rEs
nefriet	ne-'frit
zapcultuur	'zAp-kYl-tyr
grauwsluier	'xrA+w-slY+-j@r
medeneming	'me-d@-ne-mIN
victualie	vIk-ty-'wa-li
inkoop	'IN-kop
warmte-energie	'wArm-t@-e-nEr-Zi
moederszijde	'mu-d@r-sE+-d@
productieruimte	pro-'dYk-si-rY+m-t@
belijder	b@-'lE+-d@r
sollicitante	sO-li-si-'tAn-t@
kets	'kEts
ruitenbreker	'rY+-t@-bre-k@r
mistletoe	'mI-s@l-to
kinderboekenreeks	'kIn-d@r-bu-k@n-reks
linkerhoek	'lIN-k@r-huk
meisjestijd	'mE+s-j@s-tE+t
tussenklank	'tY-s@-klANk
opdrachtgever	'Ob-drAxt-xe-v@r
mijnindustrie	'mE+n-In-dYs-tri
standsuitgave	'stAnts-Y+t-xa-v@
jagersterm	'ja-G@rs-tErm
vredesvoorwaarde	'vre-d@s-for-war-d@
atf-directeur	a-te-'jEf-di-rEk-t2r
incest	'In-sEst
koorstoel	'kor-stul
grondlegger	'xrOnd-lE-G@r
reservedienst	r@-'zEr-v@-dinst
ski-instructeurs	'ski-'Ins-trYk-t2rs
veenrook	'ven-rok
aardgasprijs	'art-xAs-prE+s
lasbril	'lAz-brIl
inschatting	'In-sxA-tIN
pediater	pe-di-'ja-t@r
autogaam	A+-to-'Gam
halsdoek	'hAlz-duk
doorvaartwijdte	'dor-vart-wE+-t@
kozerij	ko-z@-'rE+
eskadronscommandant	Es-ka-'drOns-kO-mAn-dAnt
boekillustratie	'buk-I-ly-stra-tsi
haaibaai	'haj-baj
bovenkast	'bo-v@-kAst
scheepsmakelaar	'sxeps-ma-k@-lar
betovergrootmoeder	'bEt-o-v@r-Grot-mu-d@r
lekkertand	'lE-k@r-tAnt
lapidarist	la-pi-da-'rIst
sigarenrook	si-'Ga-r@-rok
drank	'drANk
vluchtweg	'vlYxt-wEx
ravijnwand	ra-'vE+n-wAnt
middenhand	'mI-d@-hAnt
tuttebel	'tY-t@-bEl
trekbeugel	'trEg-b2-G@l
zorgwet	zOrG-'wEt
atoomexplosie	a-'tom-Eks-plo-zi
gotiek	xo-'tik
drang	'drAN
russomanie	rY-so-ma-'ni
politica	po-'li-ti-ka
gezinsauto	x@-'zIns-A+-to
oliemeter	'o-li-me-t@r
grutterskar	'xrY-t@rs-kAr
goudzucht	'xA+t-sYxt
uurdienst	'yr-dinst
belezenheid	b@-'le-z@-hE+t
kelderhals	'kEl-d@r-hAls
lakverf	'lAk-fErf
reparatieafdeling	re-pa-'rat-si-jAv-de-lIN
homofonie	ho-mo-fo-'ni
na-aper	'na-a-p@r
renbaan	'rEm-ban
stelring	'stEl-rIN
steiloor	'stE+l-or
commissievoorzitter	kO-'mI-si-vor-zI-t@r
uitstootverbetering	'Y+t-stot-f@r-be-t@-rIN
bezembinderij	'be-z@m-bIn-d@-rE+
verticaal	vEr-ti-'kal
monsterzege	'mOn-st@r-ze-G@
veiligheidscel	'vE+-l@x-hE+t-sEl
omzet	'Om-zEt
stichtingsakte	'stIx-tINs-Ak-t@
acetometer	a-'se-to-me-t@r
suffragaanbisschop	sy-fra-'Gam-bI-sxOp
hemistiche	he-mi-'sti-S@
kerfbank	'kErv-bANk
regering	r@-'Ge-rIN
krinkeling	'krIN-k@-lIN
stabilisatie	sta-bi-li-'za-tsi
grotbewoonster	'xrOd-b@-won-st@r
publiciteitsfoto	py-bli-si-'tE+ts-fo-to
haring-ovenhandschoen	'ha-rIN-'o-v@-hAnt-sxun
glasoven	'xlAs-o-v@
herijking	'hEr-E+-kIN
driebanden	'dri-bAn-d@
opstal	'Op-stAl
shampoo	'SAm-po
stallantaarn	'stA-lAn-tarn
volgkaravaan	'vOlx-ka-ra-van
salesiaan	sa-le-si-'jan
betalingsopdracht	b@-'ta-lINs-Ob-drAxt
macroparasiet	'ma-kro-pa-ra-zit
zigzagnaaimachine	'zIx-sAG-naj-mA-Si-n@
radio-installatie	'ra-di-jo-In-stA-la-tsi
hoofdgeboorte	'hoft-x@-bor-t@
middenplaats	'mI-d@p-lats
bovenbuur	'bo-v@-byr
snellekweekreactor	snE-l@-'kwek-re-jAk-tOr
timmervrouw	'tI-m@r-vrA+w
sjappietouwer	'SA-pi-tA+-w@r
hoofdplaats	'hoft-plats
objectsubsidie	Ob-'jEkt-sYp-si-di
politieman	po-'li-tsi-mAn
leeuwenhuid	'le-w@-hY+t
kruidenthee	'krY+-d@-te
liefdebrief	'liv-d@-brif
groeimarkt	'xruj-mArkt
gebruikersnaam	x@-'brY+-k@rs-nam
reiscommissie	rE+s-kO-'mI-si
verplettering	v@r-'plE-t@-rIN
karkas	kAr-'kAs
ex-nederlands-kampioen	Eks-'ne-d@r-lAnts-'kAm-pi-jun
rechtspleging	'rExts-ple-GIN
brandspiritus	'brAnt-spi-ri-tYs
lancering	lAn-'se-rIN
geotechniek	xe-jo-tEx-'nik
reptielreactie	rEp-sil-re-'jAk-si
zangcursus	'zAN-kYr-zYs
pootui	'pot-Y+
mengmachine	'mEN-mA-Si-n@
geborneerdheid	x@-bOr-'nert-hE+t
knipbroeder	'knI-bru-d@r
moedercursus	'mu-d@r-kYr-zYs
gildenproef	'xIl-d@-pruf
kookpuntbepaling	'kok-pYnd-b@-pa-lIN
uitvlieger	'Y+t-fli-G@r
cornedbeef	'kOr-n@d-bif
oorlogsstoker	'or-lOx-sto-k@r
monteynexpert	'mOn-t@j-nEks-pErt
aardtor	'ar-tOr
